id,initialized,answered,abandoned,is_abandoned
CHA-INT-000390,2025-05-30 20:47:46,2025-05-30 20:48:19.810,,0
CHA-INT-000399,2025-01-09 21:18:02,2025-01-09 21:20:28.390,,0
CHA-INT-000408,2024-10-13 20:19:16,2024-10-13 20:22:43.730,,0
CHA-INT-000412,2024-02-27 09:35:21,2024-02-27 09:36:22.830,,0
CHA-INT-000413,2024-02-27 09:36:53,2024-02-27 09:37:31.910,,0
CHA-INT-000414,2023-09-20 09:44:35,2023-09-20 09:44:45.860,,0
CHA-INT-000418,2024-04-05 19:02:06,2024-04-05 19:03:43.790,,0
CHA-INT-000419,2024-04-05 09:35:16,2024-04-05 09:35:40.050,,0
CHA-INT-000422,2025-01-11 09:58:48,2025-01-11 10:00:43.250,,0
CHA-INT-000425,2025-01-16 10:47:06,2025-01-16 10:49:04.850,,0
CHA-INT-000426,2024-09-14 20:21:44,2024-09-14 20:22:43.430,,0
CHA-INT-000427,2024-09-14 10:25:36,2024-09-14 10:27:04.530,,0
CHA-INT-000447,2025-04-11 10:49:48,2025-04-11 10:51:54.760,,0
CHA-INT-000448,2025-04-11 09:44:36,2025-04-11 09:45:39.690,,0
CHA-INT-000449,2025-04-11 19:26:57,2025-04-11 19:28:53.030,,0
CHA-INT-000450,2025-04-11 10:23:08,2025-04-11 10:26:03.870,,0
CHA-INT-000451,2024-07-26 10:15:21,2024-07-26 10:17:01.440,,0
CHA-INT-000453,2025-04-25 10:37:26,2025-04-25 10:39:00.090,,0
CHA-INT-000454,2025-04-25 09:08:50,2025-04-25 09:09:02.450,,0
CHA-INT-000455,2025-04-25 09:12:45,2025-04-25 09:14:32.480,,0
CHA-INT-000483,2025-01-06 20:02:19,2025-01-06 20:03:20.910,,0
CHA-INT-000484,2023-10-19 09:54:30,2023-10-19 09:54:59.790,,0
CHA-INT-000485,2023-10-18 20:28:21,2023-10-18 20:28:57.620,,0
CHA-INT-000486,2023-10-19 19:17:45,2023-10-19 19:18:51.490,,0
CHA-INT-000487,2025-04-01 18:56:55,2025-04-01 18:59:44.680,,0
CHA-INT-000488,2023-12-05 18:15:09,2023-12-05 18:16:11.520,,0
CHA-INT-000491,2024-07-19 20:24:33,2024-07-19 20:26:37.320,,0
CHA-INT-000496,2025-04-12 10:17:23,2025-04-12 10:19:48.840,,0
CHA-INT-000498,2025-01-20 09:06:22,2025-01-20 09:09:42.870,,0
CHA-INT-000499,2023-10-25 09:46:35,2023-10-25 09:49:01.240,,0
CHA-INT-000500,2023-10-25 09:44:18,2023-10-25 09:46:49.240,,0
CHA-INT-000501,2024-03-18 09:49:31,2024-03-18 09:50:22.760,,0
CHA-INT-000502,2024-03-18 20:13:15,2024-03-18 20:13:32.440,,0
CHA-INT-000503,2024-03-18 10:28:44,2024-03-18 10:29:57.760,,0
CHA-INT-000504,2024-03-18 09:46:31,2024-03-18 09:48:57.640,,0
CHA-INT-000506,2024-08-03 19:10:26,2024-08-03 19:12:51.480,,0
CHA-INT-000507,2024-08-03 19:20:24,2024-08-03 19:23:02.850,,0
CHA-INT-000522,2023-12-20 10:12:40,2023-12-20 10:13:17.820,,0
CHA-INT-000523,2024-07-02 09:55:14,2024-07-02 09:57:34.860,,0
CHA-INT-000524,2024-07-02 09:41:57,2024-07-02 09:44:12.090,,0
CHA-INT-000528,2024-02-21 09:06:45,2024-02-21 09:07:25.220,,0
CHA-INT-000529,2025-07-24 09:22:42,2025-07-24 09:22:48.840,,0
CHA-INT-000530,2025-07-24 19:14:03,2025-07-24 19:15:11.230,,0
CHA-INT-000535,2025-05-24 20:50:29,2025-05-24 20:51:53.680,,0
CHA-INT-000552,2024-07-02 09:38:23,2024-07-02 09:39:33.830,,0
CHA-INT-000554,2024-07-17 09:19:10,2024-07-17 09:21:30.380,,0
CHA-INT-000555,2024-07-17 10:44:24,2024-07-17 10:45:08.610,,0
CHA-INT-000556,2024-07-17 10:40:05,2024-07-17 10:41:50.960,,0
CHA-INT-000570,2024-10-07 08:03:26,2024-10-07 08:05:16.060,,0
CHA-INT-000571,2024-10-07 10:04:15,2024-10-07 10:05:36.960,,0
CHA-INT-000572,2024-10-07 19:39:57,2024-10-07 19:42:07.060,,0
CHA-INT-000573,2024-10-08 20:00:31,2024-10-08 20:01:11.550,,0
CHA-INT-000580,2024-08-22 09:31:24,2024-08-22 09:32:21.860,,0
CHA-INT-000581,2024-04-17 08:23:31,2024-04-17 08:24:19.640,,0
CHA-INT-000582,2024-04-17 19:31:29,2024-04-17 19:32:45.180,,0
CHA-INT-000583,2024-04-17 09:23:54,2024-04-17 09:25:15.540,,0
CHA-INT-000584,2024-04-17 09:13:57,2024-04-17 09:14:45.530,,0
CHA-INT-000597,2025-07-21 10:28:19,2025-07-21 10:29:22.100,,0
CHA-INT-000598,2025-07-21 08:24:37,2025-07-21 08:26:19.930,,0
CHA-INT-000600,2024-03-14 19:17:44,2024-03-14 19:17:50.450,,0
CHA-INT-000601,2024-03-14 20:09:14,2024-03-14 20:10:39.570,,0
CHA-INT-000602,2024-03-14 09:21:02,2024-03-14 09:23:44.140,,0
CHA-INT-000603,2024-03-14 09:02:11,2024-03-14 09:02:28.030,,0
CHA-INT-000604,2024-03-14 08:21:06,2024-03-14 08:22:10.410,,0
CHA-INT-000605,2024-03-14 09:29:09,2024-03-14 09:30:25.730,,0
CHA-INT-000606,2024-09-18 09:11:06,2024-09-18 09:15:02.330,,0
CHA-INT-000607,2024-10-23 09:09:31,2024-10-23 09:10:51.640,,0
CHA-INT-000608,2024-10-23 20:58:27,2024-10-23 21:00:01.060,,0
CHA-INT-000609,2024-10-22 09:42:13,2024-10-22 09:43:39.040,,0
CHA-INT-000611,2024-03-22 09:14:54,2024-03-22 09:17:09.930,,0
CHA-INT-000612,2024-03-22 08:44:14,2024-03-22 08:45:42.840,,0
CHA-INT-000613,2024-03-22 10:20:50,2024-03-22 10:22:05.200,,0
CHA-INT-000614,2024-03-22 19:18:47,2024-03-22 19:19:32.750,,0
CHA-INT-000616,2025-02-13 09:59:21,2025-02-13 10:01:37.350,,0
CHA-INT-000617,2025-02-12 09:07:15,2025-02-12 09:09:29.250,,0
CHA-INT-000618,2025-02-13 09:52:26,2025-02-13 09:53:37.280,,0
CHA-INT-000619,2025-02-13 09:35:21,2025-02-13 09:37:14.190,,0
CHA-INT-000620,2025-02-12 09:26:57,2025-02-12 09:27:47.090,,0
CHA-INT-000621,2025-02-13 18:53:07,2025-02-13 18:54:20.080,,0
CHA-INT-000622,2024-12-05 09:27:01,2024-12-05 09:27:35.480,,0
CHA-INT-000627,2023-11-23 09:40:15,2023-11-23 09:41:57.080,,0
CHA-INT-000628,2025-07-08 09:28:05,2025-07-08 09:30:17.810,,0
CHA-INT-000629,2025-07-09 09:06:57,2025-07-09 09:08:34.140,,0
CHA-INT-000630,2024-07-12 09:14:10,2024-07-12 09:15:58.250,,0
CHA-INT-000631,2024-12-16 09:07:00,2024-12-16 09:08:30.220,,0
CHA-INT-000632,2024-12-16 09:31:54,2024-12-16 09:34:55.550,,0
CHA-INT-000633,2024-12-17 21:15:10,2024-12-17 21:17:25.510,,0
CHA-INT-000634,2024-12-16 20:25:27,2024-12-16 20:27:06.010,,0
CHA-INT-000643,2025-07-18 10:24:48,2025-07-18 10:26:00.560,,0
CHA-INT-000644,2025-07-18 19:28:25,2025-07-18 19:30:57.270,,0
CHA-INT-000649,2024-05-23 10:21:11,2024-05-23 10:21:57.980,,0
CHA-INT-000655,2024-01-23 09:24:39,2024-01-23 09:26:56.300,,0
CHA-INT-000656,2025-02-01 20:36:59,2025-02-01 20:38:41.740,,0
CHA-INT-000661,2025-02-03 20:47:18,2025-02-03 20:48:43.540,,0
CHA-INT-000668,2023-09-30 19:20:56,2023-09-30 19:23:18.420,,0
CHA-INT-000669,2024-11-06 09:46:17,2024-11-06 09:47:25.840,,0
CHA-INT-000673,2024-03-26 09:08:52,2024-03-26 09:10:49.950,,0
CHA-INT-000674,2024-03-26 09:58:40,2024-03-26 09:59:46.290,,0
CHA-INT-000675,2024-03-26 10:05:31,2024-03-26 10:06:10.520,,0
CHA-INT-000676,2024-03-26 19:30:32,2024-03-26 19:32:47.060,,0
CHA-INT-000677,2024-03-26 09:39:04,2024-03-26 09:40:15.790,,0
CHA-INT-000678,2024-03-25 09:31:16,2024-03-25 09:31:40.380,,0
CHA-INT-000679,2025-03-08 19:41:37,2025-03-08 19:42:50.480,,0
CHA-INT-000696,2025-02-27 20:38:53,2025-02-27 20:40:02.610,,0
CHA-INT-000700,2024-10-30 09:10:46,2024-10-30 09:12:29.420,,0
CHA-INT-000701,2024-10-29 09:01:35,2024-10-29 09:02:04.970,,0
CHA-INT-000702,2024-01-25 09:27:20,2024-01-25 09:29:29.470,,0
CHA-INT-000708,2025-03-17 09:19:52,2025-03-17 09:20:09.560,,0
CHA-INT-000711,2024-05-09 09:06:26,2024-05-09 09:07:44.290,,0
CHA-INT-000720,2025-07-29 09:15:25,2025-07-29 09:17:46.900,,0
CHA-INT-000726,2025-08-08 10:15:06,2025-08-08 10:17:12.240,,0
CHA-INT-000733,2024-09-29 20:15:47,2024-09-29 20:16:18.700,,0
CHA-INT-000734,2024-10-08 10:51:15,2024-10-08 10:52:14.560,,0
CHA-INT-000735,2023-09-25 20:16:15,2023-09-25 20:18:22.040,,0
CHA-INT-000740,2025-06-13 19:48:21,2025-06-13 19:50:08.420,,0
CHA-INT-000741,2025-06-13 10:11:58,2025-06-13 10:14:06.590,,0
CHA-INT-000742,2024-02-02 09:46:09,2024-02-02 09:47:40.620,,0
CHA-INT-000743,2024-02-02 09:16:36,2024-02-02 09:17:57.490,,0
CHA-INT-000744,2024-02-02 09:26:37,2024-02-02 09:27:16.480,,0
CHA-INT-000745,2024-02-02 08:31:07,2024-02-02 08:32:20.810,,0
CHA-INT-000759,2025-02-04 10:18:57,2025-02-04 10:19:59.450,,0
CHA-INT-000761,2024-03-29 08:59:59,2024-03-29 09:02:17.100,,0
CHA-INT-000762,2024-03-29 08:59:16,2024-03-29 08:59:24.560,,0
CHA-INT-000763,2024-03-29 19:37:08,2024-03-29 19:37:25.500,,0
CHA-INT-000764,2024-03-29 10:01:04,2024-03-29 10:02:58.040,,0
CHA-INT-000769,2024-08-20 09:15:35,2024-08-20 09:17:22.400,,0
CHA-INT-000770,2024-01-17 22:51:30,2024-01-17 22:53:27.900,,0
CHA-INT-000772,2024-03-07 09:58:54,2024-03-07 09:59:22.870,,0
CHA-INT-000774,2025-01-30 10:40:30,2025-01-30 10:41:04.250,,0
CHA-INT-000775,2025-03-28 20:25:44,2025-03-28 20:27:35.710,,0
CHA-INT-000778,2024-12-27 09:23:23,2024-12-27 09:25:23.830,,0
CHA-INT-000781,2024-02-02 18:24:11,2024-02-02 18:25:24.360,,0
CHA-INT-000790,2025-03-05 21:34:29,2025-03-05 21:36:53.520,,0
CHA-INT-000792,2025-02-05 09:03:44,2025-02-05 09:04:17.030,,0
CHA-INT-000794,2024-06-21 08:56:57,2024-06-21 08:58:52.900,,0
CHA-INT-000799,2024-01-06 20:02:30,2024-01-06 20:04:20.720,,0
CHA-INT-000814,2023-10-05 21:13:10,2023-10-05 21:14:18.340,,0
CHA-INT-000815,2025-07-22 08:26:16,2025-07-22 08:27:05.790,,0
CHA-INT-000821,2024-03-09 09:23:47,2024-03-09 09:25:35.130,,0
CHA-INT-000822,2024-02-26 19:48:28,2024-02-26 19:49:18.600,,0
CHA-INT-000823,2024-02-26 09:35:22,2024-02-26 09:36:39.740,,0
CHA-INT-000836,2023-10-19 20:01:02,2023-10-19 20:03:34.600,,0
CHA-INT-000837,2023-10-19 09:13:37,2023-10-19 09:14:32.900,,0
CHA-INT-000838,2023-10-19 09:47:19,2023-10-19 09:48:44.030,,0
CHA-INT-000839,2023-10-19 10:16:08,2023-10-19 10:16:34.370,,0
CHA-INT-000840,2023-10-19 11:07:31,2023-10-19 11:09:57.430,,0
CHA-INT-000841,2023-10-19 19:06:11,2023-10-19 19:09:10.880,,0
CHA-INT-000846,2025-06-03 09:41:08,2025-06-03 09:43:36.970,,0
CHA-INT-000847,2025-04-03 09:44:35,2025-04-03 09:47:13.910,,0
CHA-INT-000848,2025-04-03 19:03:28,2025-04-03 19:05:24.720,,0
CHA-INT-000849,2025-04-03 19:59:39,2025-04-03 20:01:09.840,,0
CHA-INT-000850,2024-06-20 09:07:33,2024-06-20 09:10:29.510,,0
CHA-INT-000851,2025-01-01 09:18:53,2025-01-01 09:20:49.300,,0
CHA-INT-000853,2024-09-02 19:43:38,2024-09-02 19:45:37.300,,0
CHA-INT-000855,2023-12-20 19:17:57,2023-12-20 19:18:28.100,,0
CHA-INT-000861,2025-04-12 08:37:00,2025-04-12 08:38:52.190,,0
CHA-INT-000862,2024-01-15 09:07:09,2024-01-15 09:08:50.490,,0
CHA-INT-000867,2025-05-20 21:20:46,2025-05-20 21:21:49.000,,0
CHA-INT-000874,2025-06-21 09:32:58,2025-06-21 09:34:43.950,,0
CHA-INT-000884,2025-02-19 09:35:29,2025-02-19 09:38:07.360,,0
CHA-INT-000885,2025-02-19 09:36:55,2025-02-19 09:39:04.660,,0
CHA-INT-000886,2025-02-19 09:24:26,2025-02-19 09:27:14.290,,0
CHA-INT-000887,2024-08-29 09:03:57,2024-08-29 09:07:56.470,,0
CHA-INT-000905,2023-12-20 19:30:45,2023-12-20 19:33:10.090,,0
CHA-INT-000906,2024-07-02 10:40:28,2024-07-02 10:42:45.690,,0
CHA-INT-000908,2024-07-01 20:42:33,2024-07-01 20:44:07.210,,0
CHA-INT-000909,2024-07-01 08:46:22,2024-07-01 08:48:48.500,,0
CHA-INT-000916,2025-04-07 09:34:42,2025-04-07 09:34:48.640,,0
CHA-INT-000917,2025-04-07 09:00:30,2025-04-07 09:02:31.810,,0
CHA-INT-000920,2024-04-04 08:28:15,2024-04-04 08:29:12.620,,0
CHA-INT-000921,2024-04-04 08:49:57,2024-04-04 08:52:18.350,,0
CHA-INT-000928,2024-11-28 09:04:49,2024-11-28 09:07:42.590,,0
CHA-INT-000929,2025-01-04 19:12:17,2025-01-04 19:13:55.390,,0
CHA-INT-000933,2024-10-17 09:14:41,2024-10-17 09:16:12.250,,0
CHA-INT-000936,2024-08-13 09:23:07,2024-08-13 09:24:58.260,,0
CHA-INT-000947,2024-05-20 09:29:15,2024-05-20 09:30:01.240,,0
CHA-INT-000948,2024-05-20 10:13:21,2024-05-20 10:13:40.590,,0
CHA-INT-000949,2023-12-20 09:39:18,2023-12-20 09:40:48.560,,0
CHA-INT-000955,2023-10-07 10:41:54,2023-10-07 10:44:19.160,,0
CHA-INT-000956,2023-10-07 10:23:31,2023-10-07 10:24:49.750,,0
CHA-INT-000957,2023-10-07 19:39:08,2023-10-07 19:40:04.700,,0
CHA-INT-000958,2023-10-07 10:02:22,2023-10-07 10:03:35.350,,0
CHA-INT-000962,2023-09-18 20:07:38,2023-09-18 20:09:12.770,,0
CHA-INT-000963,2023-09-19 09:32:49,2023-09-19 09:34:40.670,,0
CHA-INT-000964,2023-09-18 09:40:51,2023-09-18 09:42:08.620,,0
CHA-INT-000969,2025-03-07 09:30:30,2025-03-07 09:31:30.590,,0
CHA-INT-000972,2024-07-10 09:13:00,2024-07-10 09:14:06.050,,0
CHA-INT-000985,2024-04-08 09:11:22,2024-04-08 09:12:19.600,,0
CHA-INT-000986,2024-04-08 09:38:57,2024-04-08 09:39:57.620,,0
CHA-INT-000987,2024-04-08 19:03:12,2024-04-08 19:03:46.580,,0
CHA-INT-000993,2024-01-22 09:56:20,2024-01-22 09:58:46.280,,0
CHA-INT-001002,2024-09-05 09:43:05,2024-09-05 09:44:09.960,,0
CHA-INT-001003,2025-08-15 19:10:40,2025-08-15 19:12:51.860,,0
CHA-INT-001013,2024-06-12 09:51:41,2024-06-12 09:52:44.230,,0
CHA-INT-001018,2024-04-27 09:57:38,2024-04-27 09:57:49.300,,0
CHA-INT-001020,2024-06-14 19:43:39,2024-06-14 19:44:44.790,,0
CHA-INT-001022,2023-11-16 09:07:07,2023-11-16 09:09:25.590,,0
CHA-INT-001023,2023-11-16 10:34:15,2023-11-16 10:35:29.800,,0
CHA-INT-001024,2023-11-16 09:35:01,2023-11-16 09:36:20.300,,0
CHA-INT-001029,2025-07-26 09:02:35,2025-07-26 09:04:39.720,,0
CHA-INT-001030,2025-07-26 09:30:38,2025-07-26 09:32:47.350,,0
CHA-INT-001031,2025-07-26 10:02:33,2025-07-26 10:04:34.730,,0
CHA-INT-001033,2025-06-23 09:17:24,2025-06-23 09:18:38.690,,0
CHA-INT-001034,2025-06-23 19:18:47,2025-06-23 19:20:36.730,,0
CHA-INT-001035,2025-06-23 09:44:12,2025-06-23 09:45:53.670,,0
CHA-INT-001046,2023-09-19 09:42:31,2023-09-19 09:42:59.690,,0
CHA-INT-001047,2023-12-07 19:29:50,2023-12-07 19:31:17.090,,0
CHA-INT-001048,2023-12-18 09:39:45,2023-12-18 09:39:57.520,,0
CHA-INT-001049,2025-04-12 09:01:55,2025-04-12 09:03:55.830,,0
CHA-INT-001050,2025-03-26 08:55:06,2025-03-26 08:58:29.330,,0
CHA-INT-001051,2025-03-26 20:06:37,2025-03-26 20:08:48.850,,0
CHA-INT-001052,2025-03-26 20:06:05,2025-03-26 20:06:36.770,,0
CHA-INT-001069,2025-05-28 19:42:05,2025-05-28 19:42:46.560,,0
CHA-INT-001070,2024-07-13 09:10:55,2024-07-13 09:13:33.680,,0
CHA-INT-001073,2024-10-08 20:44:34,2024-10-08 20:45:56.690,,0
CHA-INT-001075,2024-04-18 09:29:47,2024-04-18 09:31:23.050,,0
CHA-INT-001076,2024-04-18 09:47:26,2024-04-18 09:49:23.020,,0
CHA-INT-001078,2024-05-23 20:52:30,2024-05-23 20:54:27.320,,0
CHA-INT-001079,2024-05-23 09:07:55,2024-05-23 09:10:31.930,,0
CHA-INT-001083,2023-11-02 20:02:42,2023-11-02 20:04:21.120,,0
CHA-INT-001099,2025-02-26 19:26:50,2025-02-26 19:28:49.030,,0
CHA-INT-001104,2024-11-30 20:59:01,2024-11-30 21:00:39.860,,0
CHA-INT-001106,2025-07-22 09:25:36,2025-07-22 09:28:48.330,,0
CHA-INT-001110,2023-11-10 20:48:27,2023-11-10 20:50:03.060,,0
CHA-INT-001111,2024-08-03 20:15:16,2024-08-03 20:15:58.170,,0
CHA-INT-001112,2024-08-03 09:02:23,2024-08-03 09:05:18.960,,0
CHA-INT-001113,2025-03-29 09:31:48,2025-03-29 09:33:56.980,,0
CHA-INT-001124,2024-08-01 21:23:45,2024-08-01 21:25:01.200,,0
CHA-INT-001125,2024-07-31 10:31:42,2024-07-31 10:31:58.170,,0
