id,initialized,answered,abandoned,is_abandoned
CAL-INT-000411,2025-05-20 09:06:47,2025-05-20 09:07:26.110,,0
CAL-INT-000415,2025-01-17 19:29:10,2025-01-17 19:32:11.920,,0
CAL-INT-000416,2025-01-17 19:15:39,2025-01-17 19:17:18.840,,0
CAL-INT-000417,2025-01-17 09:54:38,2025-01-17 09:56:50.250,,0
CAL-INT-000421,2024-05-09 08:09:00,2024-05-09 08:10:01.900,,0
CAL-INT-000424,2025-04-29 19:08:26,2025-04-29 19:08:29.820,,0
CAL-INT-000432,2024-02-19 09:17:02,2024-02-19 09:17:41.510,,0
CAL-INT-000439,2024-06-26 21:28:15,2024-06-26 21:28:31.850,,0
CAL-INT-000440,2024-06-20 10:46:02,2024-06-20 10:47:06.470,,0
CAL-INT-000441,2024-06-20 09:44:21,2024-06-20 09:45:02.030,,0
CAL-INT-000442,2024-06-20 18:48:56,2024-06-20 18:50:33.790,,0
CAL-INT-000443,2024-06-19 09:33:57,2024-06-19 09:34:30.740,,0
CAL-INT-000444,2024-06-19 20:35:43,2024-06-19 20:37:11.770,,0
CAL-INT-000445,2023-11-30 19:30:19,2023-11-30 19:31:29.430,,0
CAL-INT-000452,2024-07-19 20:36:00,2024-07-19 20:36:28.680,,0
CAL-INT-000456,2025-03-10 08:15:13,2025-03-10 08:16:16.940,,0
CAL-INT-000457,2023-12-23 18:03:23,2023-12-23 18:04:37.780,,0
CAL-INT-000458,2023-12-23 09:49:33,2023-12-23 09:49:43.050,,0
CAL-INT-000459,2023-12-23 09:48:55,2023-12-23 09:49:18.520,,0
CAL-INT-000460,2024-08-10 20:10:31,2024-08-10 20:12:05.280,,0
CAL-INT-000461,2024-01-01 09:07:47,2024-01-01 09:08:32.990,,0
CAL-INT-000462,2024-01-01 19:56:12,2024-01-01 19:56:38.690,,0
CAL-INT-000463,2024-02-20 08:27:31,2024-02-20 08:30:36.890,,0
CAL-INT-000464,2024-02-20 09:48:19,2024-02-20 09:51:18.210,,0
CAL-INT-000465,2024-02-20 09:10:58,2024-02-20 09:12:21.110,,0
CAL-INT-000466,2024-02-20 09:40:57,2024-02-20 09:41:39.000,,0
CAL-INT-000467,2025-01-23 09:35:26,2025-01-23 09:36:22.360,,0
CAL-INT-000476,2024-12-04 09:48:05,2024-12-04 09:49:21.680,,0
CAL-INT-000477,2024-01-03 10:10:08,2024-01-03 10:11:12.040,,0
CAL-INT-000478,2024-09-30 09:14:29,2024-09-30 09:15:41.110,,0
CAL-INT-000479,2024-09-30 20:55:11,2024-09-30 20:56:05.600,,0
CAL-INT-000480,2024-09-30 09:13:08,2024-09-30 09:13:34.750,,0
CAL-INT-000481,2024-09-30 20:06:50,2024-09-30 20:08:00.910,,0
CAL-INT-000489,2023-11-11 09:50:31,2023-11-11 09:51:14.960,,0
CAL-INT-000490,2023-11-10 20:52:02,2023-11-10 20:52:06.080,,0
CAL-INT-000494,2025-06-13 19:20:22,2025-06-13 19:21:58.100,,0
CAL-INT-000495,2025-06-13 20:24:20,2025-06-13 20:26:25.480,,0
CAL-INT-000497,2024-01-31 19:31:40,2024-01-31 19:33:05.540,,0
CAL-INT-000505,2025-02-15 21:59:06,2025-02-15 21:59:38.300,,0
CAL-INT-000508,2024-07-18 19:04:59,2024-07-18 19:05:45.860,,0
CAL-INT-000511,2024-06-27 09:44:33,2024-06-27 09:45:06.710,,0
CAL-INT-000512,2024-06-27 09:01:54,2024-06-27 09:03:47.930,,0
CAL-INT-000513,2024-06-27 08:13:54,2024-06-27 08:16:43.360,,0
CAL-INT-000514,2024-06-27 09:09:31,2024-06-27 09:12:08.800,,0
CAL-INT-000515,2024-06-27 19:28:05,2024-06-27 19:29:39.110,,0
CAL-INT-000516,2025-03-21 10:39:29,2025-03-21 10:41:02.420,,0
CAL-INT-000520,2025-07-07 19:27:16,2025-07-07 19:28:59.380,,0
CAL-INT-000521,2025-01-24 09:30:39,2025-01-24 09:31:53.120,,0
CAL-INT-000544,2025-04-08 08:45:04,2025-04-08 08:45:29.290,,0
CAL-INT-000545,2025-04-07 11:09:03,2025-04-07 11:09:54.150,,0
CAL-INT-000546,2025-04-07 10:46:54,2025-04-07 10:47:15.630,,0
CAL-INT-000547,2025-04-07 09:25:31,2025-04-07 09:27:21.480,,0
CAL-INT-000548,2025-04-08 08:53:18,2025-04-08 08:54:03.020,,0
CAL-INT-000557,2023-12-20 20:33:00,2023-12-20 20:34:10.070,,0
CAL-INT-000559,2024-08-09 08:01:14,2024-08-09 08:03:10.530,,0
CAL-INT-000560,2024-08-09 08:02:32,2024-08-09 08:05:50.600,,0
CAL-INT-000561,2024-08-09 20:31:58,2024-08-09 20:33:27.610,,0
CAL-INT-000562,2024-08-09 09:51:10,2024-08-09 09:52:50.550,,0
CAL-INT-000563,2024-08-09 09:12:17,2024-08-09 09:13:50.650,,0
CAL-INT-000567,2024-12-07 09:49:46,2024-12-07 09:53:08.400,,0
CAL-INT-000568,2024-12-07 19:06:31,2024-12-07 19:06:44.920,,0
CAL-INT-000574,2025-07-21 08:44:17,2025-07-21 08:44:28.190,,0
CAL-INT-000575,2024-02-24 09:54:52,2024-02-24 09:55:31.800,,0
CAL-INT-000576,2024-02-24 09:26:41,2024-02-24 09:29:34.450,,0
CAL-INT-000578,2025-03-14 09:05:14,2025-03-14 09:06:21.180,,0
CAL-INT-000585,2023-11-01 09:46:36,2023-11-01 09:48:42.970,,0
CAL-INT-000586,2023-09-20 09:34:27,2023-09-20 09:35:50.010,,0
CAL-INT-000587,2023-09-20 20:50:43,2023-09-20 20:51:42.450,,0
CAL-INT-000588,2023-09-20 09:27:35,2023-09-20 09:28:18.350,,0
CAL-INT-000589,2023-09-20 09:04:16,2023-09-20 09:06:15.680,,0
CAL-INT-000590,2023-09-20 20:44:11,2023-09-20 20:45:52.310,,0
CAL-INT-000591,2023-09-20 09:48:48,2023-09-20 09:49:58.740,,0
CAL-INT-000592,2025-04-25 19:53:32,2025-04-25 19:54:48.550,,0
CAL-INT-000593,2024-03-19 09:54:14,2024-03-19 09:55:53.420,,0
CAL-INT-000594,2023-12-01 09:04:42,2023-12-01 09:07:10.940,,0
CAL-INT-000595,2023-12-19 10:21:21,2023-12-19 10:21:53.370,,0
CAL-INT-000596,2023-12-19 20:34:57,2023-12-19 20:36:17.840,,0
CAL-INT-000599,2024-05-22 09:57:00,2024-05-22 09:58:32.480,,0
CAL-INT-000615,2024-05-25 20:38:23,2024-05-25 20:38:46.590,,0
CAL-INT-000623,2025-02-04 19:19:55,2025-02-04 19:20:26.480,,0
CAL-INT-000624,2025-02-04 20:56:25,2025-02-04 20:58:23.220,,0
CAL-INT-000625,2025-02-04 08:17:30,2025-02-04 08:18:51.610,,0
CAL-INT-000626,2025-02-04 09:04:03,2025-02-04 09:05:49.510,,0
CAL-INT-000636,2025-05-29 09:40:34,2025-05-29 09:41:49.700,,0
CAL-INT-000637,2025-05-29 20:45:07,2025-05-29 20:45:52.280,,0
CAL-INT-000638,2025-05-29 20:50:03,2025-05-29 20:50:50.160,,0
CAL-INT-000639,2025-05-29 09:30:20,2025-05-29 09:32:33.230,,0
CAL-INT-000640,2025-05-29 19:47:36,2025-05-29 19:48:33.750,,0
CAL-INT-000641,2024-12-03 20:57:35,2024-12-03 20:59:11.420,,0
CAL-INT-000642,2024-05-30 09:57:31,2024-05-30 09:57:52.130,,0
CAL-INT-000645,2024-11-13 09:52:54,2024-11-13 09:54:20.640,,0
CAL-INT-000646,2024-10-29 09:21:58,2024-10-29 09:22:15.370,,0
CAL-INT-000647,2024-10-29 09:34:16,2024-10-29 09:35:25.480,,0
CAL-INT-000648,2024-10-29 20:46:02,2024-10-29 20:46:34.620,,0
CAL-INT-000650,2024-09-23 09:46:08,2024-09-23 09:47:42.570,,0
CAL-INT-000651,2024-09-23 09:47:08,2024-09-23 09:49:36.020,,0
CAL-INT-000652,2024-09-23 10:05:12,2024-09-23 10:06:05.350,,0
CAL-INT-000653,2024-09-23 10:28:23,2024-09-23 10:29:45.530,,0
CAL-INT-000657,2023-12-16 09:54:51,2023-12-16 09:56:19.500,,0
CAL-INT-000658,2025-05-09 19:59:38,2025-05-09 20:00:35.520,,0
CAL-INT-000659,2025-05-09 08:52:01,2025-05-09 08:52:07.870,,0
CAL-INT-000660,2025-05-09 08:49:26,2025-05-09 08:49:38.490,,0
CAL-INT-000663,2025-05-24 19:29:11,2025-05-24 19:29:38.580,,0
CAL-INT-000664,2025-05-24 19:16:50,2025-05-24 19:18:38.200,,0
CAL-INT-000665,2025-05-24 09:22:29,2025-05-24 09:23:11.100,,0
CAL-INT-000666,2025-05-24 09:34:07,2025-05-24 09:34:18.630,,0
CAL-INT-000667,2023-12-01 09:31:36,2023-12-01 09:31:55.070,,0
CAL-INT-000680,2023-10-19 08:30:12,2023-10-19 08:30:37.010,,0
CAL-INT-000681,2023-10-19 10:26:16,2023-10-19 10:28:15.850,,0
CAL-INT-000682,2023-10-19 08:14:09,2023-10-19 08:15:28.120,,0
CAL-INT-000683,2023-10-19 19:47:21,2023-10-19 19:48:13.980,,0
CAL-INT-000691,2025-03-07 09:15:04,2025-03-07 09:16:13.490,,0
CAL-INT-000695,2024-05-17 21:23:54,2024-05-17 21:25:10.180,,0
CAL-INT-000697,2024-01-06 09:58:35,2024-01-06 09:59:24.080,,0
CAL-INT-000698,2024-01-06 09:34:16,2024-01-06 09:35:27.950,,0
CAL-INT-000703,2024-12-19 09:51:09,2024-12-19 09:53:09.950,,0
CAL-INT-000704,2024-12-19 10:07:09,2024-12-19 10:09:30.010,,0
CAL-INT-000705,2024-12-19 18:57:13,2024-12-19 18:58:09.850,,0
CAL-INT-000706,2024-12-20 20:42:00,2024-12-20 20:42:25.300,,0
CAL-INT-000709,2024-09-13 09:22:13,2024-09-13 09:24:14.180,,0
CAL-INT-000710,2024-09-13 10:40:07,2024-09-13 10:41:24.510,,0
CAL-INT-000712,2025-04-04 19:14:12,2025-04-04 19:15:55.760,,0
CAL-INT-000717,2025-02-21 09:48:05,2025-02-21 09:48:45.010,,0
CAL-INT-000718,2025-03-22 20:15:12,2025-03-22 20:16:40.670,,0
CAL-INT-000719,2025-03-22 09:38:21,2025-03-22 09:38:49.270,,0
CAL-INT-000723,2024-11-06 09:32:41,2024-11-06 09:34:25.470,,0
CAL-INT-000724,2024-07-16 19:55:33,2024-07-16 19:57:28.160,,0
CAL-INT-000725,2024-07-16 20:09:40,2024-07-16 20:10:04.330,,0
CAL-INT-000727,2023-09-19 19:21:54,2023-09-19 19:23:17.470,,0
CAL-INT-000728,2024-10-30 09:01:58,2024-10-30 09:03:28.640,,0
CAL-INT-000736,2024-08-17 09:16:14,2024-08-17 09:18:09.970,,0
CAL-INT-000737,2024-08-17 10:21:17,2024-08-17 10:22:06.450,,0
CAL-INT-000738,2024-10-16 09:35:23,2024-10-16 09:37:04.740,,0
CAL-INT-000739,2024-10-16 20:55:53,2024-10-16 20:56:44.690,,0
CAL-INT-000746,2024-01-06 08:11:23,2024-01-06 08:13:31.130,,0
CAL-INT-000747,2024-01-06 08:28:54,2024-01-06 08:29:49.700,,0
CAL-INT-000752,2024-05-08 20:55:10,2024-05-08 20:56:20.010,,0
CAL-INT-000756,2024-06-21 10:51:55,2024-06-21 10:52:40.950,,0
CAL-INT-000757,2024-06-21 09:31:38,2024-06-21 09:33:19.670,,0
CAL-INT-000758,2025-08-04 09:07:11,2025-08-04 09:07:49.020,,0
CAL-INT-000760,2024-05-06 19:47:44,2024-05-06 19:48:08.620,,0
CAL-INT-000765,2024-08-05 20:07:03,2024-08-05 20:09:07.740,,0
CAL-INT-000766,2024-08-05 10:29:31,2024-08-05 10:29:58.210,,0
CAL-INT-000771,2025-03-17 09:13:14,2025-03-17 09:14:40.990,,0
CAL-INT-000782,2024-02-07 09:28:01,2024-02-07 09:29:23.480,,0
CAL-INT-000783,2024-02-07 09:52:56,2024-02-07 09:54:16.660,,0
CAL-INT-000784,2024-02-08 19:47:45,2024-02-08 19:48:27.910,,0
CAL-INT-000785,2024-10-28 18:14:16,2024-10-28 18:16:58.170,,0
CAL-INT-000786,2024-10-28 09:16:18,2024-10-28 09:17:50.380,,0
CAL-INT-000787,2025-04-30 20:43:42,2025-04-30 20:45:37.790,,0
CAL-INT-000789,2024-01-01 20:25:25,2024-01-01 20:26:08.710,,0
CAL-INT-000793,2024-01-24 21:18:25,2024-01-24 21:19:40.520,,0
CAL-INT-000795,2024-08-10 08:21:43,2024-08-10 08:21:59.120,,0
CAL-INT-000796,2024-08-10 18:10:15,2024-08-10 18:11:42.030,,0
CAL-INT-000797,2024-08-10 09:20:08,2024-08-10 09:20:58.730,,0
CAL-INT-000798,2024-06-27 09:01:36,2024-06-27 09:02:58.050,,0
CAL-INT-000800,2023-12-12 21:01:25,2023-12-12 21:03:28.080,,0
CAL-INT-000803,2024-05-31 20:24:50,2024-05-31 20:26:44.960,,0
CAL-INT-000804,2024-11-04 19:55:11,2024-11-04 19:57:37.830,,0
CAL-INT-000805,2024-11-04 09:18:19,2024-11-04 09:19:34.810,,0
CAL-INT-000806,2024-11-04 19:02:18,2024-11-04 19:04:45.230,,0
CAL-INT-000807,2025-04-18 09:05:27,2025-04-18 09:07:23.480,,0
CAL-INT-000808,2025-04-18 19:25:32,2025-04-18 19:26:37.600,,0
CAL-INT-000809,2025-04-18 19:16:40,2025-04-18 19:17:59.860,,0
CAL-INT-000817,2024-09-14 18:50:30,2024-09-14 18:52:25.310,,0
CAL-INT-000818,2023-10-31 18:33:10,2023-10-31 18:35:30.700,,0
CAL-INT-000819,2023-10-31 09:48:35,2023-10-31 09:49:20.200,,0
CAL-INT-000820,2024-08-09 10:04:04,2024-08-09 10:06:19.070,,0
CAL-INT-000830,2024-06-29 09:17:00,2024-06-29 09:19:11.300,,0
CAL-INT-000844,2024-01-09 18:21:29,2024-01-09 18:23:35.140,,0
CAL-INT-000845,2025-02-26 09:54:32,2025-02-26 09:56:45.420,,0
CAL-INT-000852,2025-05-02 19:49:13,2025-05-02 19:49:54.820,,0
CAL-INT-000856,2025-02-24 09:44:16,2025-02-24 09:46:22.910,,0
CAL-INT-000857,2025-02-24 09:39:43,2025-02-24 09:40:50.420,,0
CAL-INT-000858,2025-02-24 19:37:00,2025-02-24 19:37:04.140,,0
CAL-INT-000859,2025-02-24 09:18:09,2025-02-24 09:21:04.900,,0
CAL-INT-000860,2024-08-01 09:18:14,2024-08-01 09:18:52.560,,0
CAL-INT-000865,2025-03-13 08:03:50,2025-03-13 08:06:03.290,,0
CAL-INT-000866,2024-02-28 09:35:09,2024-02-28 09:36:15.650,,0
CAL-INT-000872,2024-05-03 08:59:46,2024-05-03 09:02:21.820,,0
CAL-INT-000873,2024-05-03 19:13:58,2024-05-03 19:14:47.550,,0
CAL-INT-000875,2024-08-05 08:43:24,2024-08-05 08:44:37.800,,0
CAL-INT-000876,2024-08-05 20:11:33,2024-08-05 20:13:32.620,,0
CAL-INT-000877,2024-08-05 09:18:23,2024-08-05 09:19:16.130,,0
CAL-INT-000878,2025-03-06 19:06:18,2025-03-06 19:07:53.170,,0
CAL-INT-000879,2025-03-06 09:09:56,2025-03-06 09:11:03.400,,0
CAL-INT-000880,2024-12-07 09:52:28,2024-12-07 09:53:56.180,,0
CAL-INT-000881,2024-12-07 20:00:28,2024-12-07 20:01:33.700,,0
CAL-INT-000882,2024-12-07 08:23:13,2024-12-07 08:25:15.460,,0
CAL-INT-000883,2024-05-18 20:22:21,2024-05-18 20:22:46.660,,0
CAL-INT-000896,2025-01-31 10:07:44,2025-01-31 10:09:19.590,,0
CAL-INT-000897,2025-01-31 09:12:45,2025-01-31 09:13:08.590,,0
CAL-INT-000898,2024-06-02 19:22:37,2024-06-02 19:24:29.070,,0
CAL-INT-000899,2024-04-23 09:07:43,2024-04-23 09:09:11.230,,0
CAL-INT-000900,2024-04-23 20:22:25,2024-04-23 20:22:57.190,,0
